time_spent_sec,page_stage,device_type,delivery_zone,cart_value,cart_items_count,delivery_eta_days,coupon_status,is_returning_user,idle_seconds,abandoned
77,0,1,2,628,3,2,2,0,8,1
35,0,1,0,4449,4,3,1,0,1,1
68,2,0,0,651,1,3,2,0,9,0
81,3,0,0,317,1,1,1,1,13,0
75,3,1,0,2529,4,2,1,0,10,0
119,3,0,1,3094,5,4,1,0,8,1
10,2,0,0,1783,2,1,2,1,11,1
83,2,1,0,2098,2,3,2,1,16,1
56,1,2,1,1083,5,3,2,1,17,0
62,0,4,0,533,1,1,1,1,7,1
41,2,0,0,403,3,3,2,1,9,0
84,1,0,0,3706,5,3,2,1,9,0
46,2,0,0,2348,2,2,1,0,0,0
93,3,1,0,597,1,1,2,1,4,0
111,0,4,0,4002,5,1,0,1,18,0
117,2,4,2,627,4,4,2,1,16,0
91,2,0,0,4564,5,1,1,0,12,0
47,3,0,0,2449,3,1,1,0,14,1
18,3,4,1,1514,5,4,1,0,17,1
84,3,0,0,2831,4,3,1,1,16,1
38,3,0,0,1662,2,3,1,0,7,0
65,1,0,1,5867,5,4,2,1,20,1
67,3,1,1,541,1,4,1,0,12,1
51,0,4,0,701,5,2,1,0,4,1
85,2,4,0,1283,5,3,1,0,1,0
88,1,0,0,2045,3,2,1,1,5,0
101,2,4,1,993,2,5,1,0,14,0
15,0,4,2,1745,2,3,2,1,2,0
100,3,0,2,765,1,2,2,1,17,1
105,2,1,0,3050,5,2,0,0,1,0
116,2,1,2,4202,4,2,0,0,8,0
117,1,1,0,2164,4,2,2,0,7,0
64,3,2,1,788,3,4,1,0,1,0
58,0,0,0,4769,4,2,2,0,9,1
99,3,0,0,684,1,1,0,0,10,0
102,1,0,2,2799,3,4,0,1,8,0
41,0,3,0,2646,3,1,1,0,2,0
26,3,0,0,5274,5,1,0,0,9,0
34,2,1,2,3324,4,3,0,0,2,0
119,3,0,0,4737,4,2,1,1,7,0
74,3,0,2,681,4,4,2,1,3,0
62,2,4,0,2357,5,2,0,0,0,0
73,3,0,0,5292,5,1,0,0,3,0
89,3,0,0,2196,2,3,2,0,15,0
50,3,1,0,3595,3,1,1,0,18,1
20,0,4,0,1333,5,2,0,1,17,0
53,3,0,2,1420,5,3,0,0,1,1
37,0,0,2,2646,5,3,1,0,8,1
15,3,0,1,2795,5,3,2,1,4,0
37,2,0,2,1323,3,3,0,1,14,0
36,3,3,1,2345,2,3,1,1,9,0
77,2,0,0,1118,1,2,0,1,16,0
46,3,0,0,2629,3,1,1,0,7,0
101,3,0,0,2180,3,2,0,1,4,0
90,1,0,0,1757,4,2,2,0,9,0
41,3,0,2,1255,2,4,0,1,12,0
13,1,1,0,873,1,2,2,1,18,0
55,1,0,0,1200,2,1,0,0,20,1
66,0,0,1,2003,4,4,0,1,2,0
95,0,2,0,2001,4,2,0,1,9,0
26,0,1,0,2284,2,1,1,0,2,1
17,0,4,2,992,3,3,2,1,4,0
73,1,0,2,1385,3,3,0,0,9,0
44,2,4,2,2078,4,4,0,1,14,0
106,1,4,2,1694,4,4,0,0,18,1
50,3,4,0,866,1,3,0,1,10,0
47,3,0,2,2540,4,3,0,1,13,0
78,3,0,2,1877,2,3,1,1,13,0
110,0,2,2,2019,4,2,1,1,2,0
17,3,4,0,830,1,3,1,0,0,0
108,3,1,0,425,3,1,2,0,3,0
41,3,1,0,478,4,1,2,1,12,1
25,0,4,0,351,1,3,0,0,15,0
20,1,1,0,1290,2,2,1,1,10,0
11,1,0,2,668,1,2,0,0,22,1
97,3,0,2,420,3,4,1,1,16,1
40,2,4,0,2374,2,3,2,1,18,0
19,3,0,1,1143,1,4,1,0,3,0
77,0,2,0,824,5,1,1,0,9,1
25,2,0,1,733,3,3,0,1,17,0
119,3,0,2,3427,5,2,2,0,17,0
13,0,0,0,1810,5,1,1,1,8,0
84,3,1,1,2041,4,4,1,0,9,1
42,1,0,0,1726,2,2,0,0,12,0
118,3,2,0,1124,2,1,1,0,6,0
62,3,0,0,553,2,2,2,1,1,0
99,0,4,0,401,5,2,0,0,13,0
38,0,2,2,1537,5,4,1,0,18,1
80,3,1,0,3203,3,2,1,1,8,0
44,3,2,0,1794,2,1,0,1,5,0
21,3,0,0,404,1,3,2,0,15,0
115,2,3,1,1044,4,5,2,1,5,1
71,3,0,0,5465,5,1,0,1,4,0
33,3,3,1,2735,3,5,2,0,10,0
19,3,4,2,3566,3,3,2,0,13,1
65,3,1,2,979,2,2,0,0,15,0
93,1,0,2,310,3,2,2,1,21,1
45,0,2,1,1552,2,5,2,0,5,0
35,3,1,0,613,1,2,1,0,17,0
91,0,1,0,3888,5,1,1,0,7,0
27,2,0,1,3417,3,5,0,1,7,1
44,3,0,1,2666,4,4,2,1,5,1
26,0,2,1,3403,3,5,2,0,7,0
69,0,0,0,534,1,3,0,0,18,0
78,2,1,2,3119,3,3,2,1,4,0
77,3,4,2,2627,4,3,2,0,8,0
15,3,3,0,1788,2,3,1,0,18,1
104,3,0,0,713,2,1,1,1,1,0
83,0,0,0,2197,5,1,2,0,0,0
62,0,4,2,5287,5,3,1,1,5,1
107,3,4,2,869,3,4,1,1,17,1
100,0,0,2,983,3,3,1,1,18,0
63,2,2,2,1096,1,3,1,0,9,0
63,0,1,2,970,1,3,1,0,14,0
29,1,4,2,447,1,4,1,1,12,0
115,2,4,0,2508,5,2,1,0,6,0
91,2,2,0,559,3,2,2,1,10,0
111,0,0,2,620,1,4,2,0,8,0
42,2,4,2,2644,3,3,1,0,8,0
42,1,0,0,707,1,3,2,0,14,0
112,2,0,2,970,5,4,1,1,14,1
84,0,3,0,1619,3,3,1,0,13,0
88,0,4,1,519,1,5,1,0,5,1
68,1,0,2,2954,3,2,2,0,18,0
82,3,4,2,637,1,4,2,0,10,1
117,3,3,2,399,1,3,1,0,18,1
31,1,0,0,622,2,2,0,1,23,0
91,3,4,1,1953,2,4,0,0,8,0
103,3,2,1,1231,3,3,2,1,7,0
49,3,1,0,1064,4,2,2,1,10,1
113,0,4,2,1799,3,4,2,0,0,0
55,0,0,0,2340,2,3,0,0,13,0
51,3,1,0,1969,2,3,2,0,17,1
29,0,4,0,2879,5,1,2,0,5,1
21,2,1,0,1870,2,3,0,1,8,0
88,2,1,2,1037,2,4,0,1,4,0
18,2,0,0,600,5,2,2,1,7,0
27,3,1,0,5365,5,1,2,1,6,1
69,0,0,1,3838,4,3,1,0,12,0
108,1,2,0,3556,4,2,2,0,23,0
105,0,1,2,1726,3,3,1,0,14,0
33,0,4,2,2576,5,3,2,0,4,1
14,3,2,2,1542,3,3,2,0,14,0
25,2,4,1,1686,4,3,1,0,13,0
108,3,0,2,3884,4,4,0,1,1,1
116,3,1,2,5024,5,4,2,0,9,0
49,3,4,0,3001,5,3,2,0,5,0
88,3,4,2,753,3,2,1,0,9,1
71,3,0,0,1504,2,1,0,0,17,1
83,3,1,0,2866,3,3,0,0,0,0
39,1,3,0,2312,4,1,0,0,24,0
63,2,0,0,2069,4,2,2,0,8,0
52,0,0,2,3675,5,2,1,0,4,0
33,1,2,2,2451,3,3,2,0,21,0
69,3,1,1,968,5,4,0,0,16,1
46,0,4,0,870,1,1,1,0,14,0
93,0,0,1,428,1,3,0,0,11,1
98,2,1,0,471,2,3,1,1,15,0
119,0,4,0,2358,3,3,2,0,0,0
24,1,0,0,3503,4,3,2,1,10,0
21,0,2,0,466,2,2,0,0,11,0
118,1,0,2,4607,4,3,2,0,6,0
95,3,4,0,805,1,1,1,0,4,0
78,1,1,2,872,1,2,1,1,17,1
73,0,0,0,1483,5,2,1,1,15,0
22,2,4,0,1065,1,1,2,1,13,0
103,2,4,2,730,3,2,2,1,16,1
11,3,0,0,754,5,3,1,1,1,0
34,1,4,0,619,1,1,0,1,7,0
64,0,0,0,824,3,2,1,1,1,0
57,3,2,0,861,1,3,0,0,1,0
102,3,0,0,2370,2,2,1,1,4,0
63,0,2,1,448,1,5,2,1,4,1
23,1,0,0,488,1,2,0,1,23,1
89,3,0,0,570,1,3,1,1,5,0
30,0,0,2,2844,3,3,0,1,13,0
115,1,0,2,763,1,4,2,0,24,0
40,1,0,1,5715,5,4,0,1,18,1
24,0,0,2,559,1,2,0,0,6,0
72,1,1,2,2837,3,4,2,1,21,1
96,3,0,1,2062,3,5,2,1,17,1
74,3,0,2,1197,3,2,0,0,11,0
70,3,4,2,362,2,3,0,0,10,0
108,3,0,0,715,5,1,1,0,16,1
34,1,1,1,544,3,4,0,1,6,0
68,3,0,2,3462,3,4,2,1,4,1
66,3,1,0,721,4,1,2,1,2,0
54,3,1,0,4550,5,1,2,0,3,1
80,3,2,1,941,4,4,2,1,18,1
106,3,2,0,4594,4,1,1,1,6,0
119,2,1,2,1036,1,2,1,0,1,0
12,3,0,1,5065,5,5,0,0,2,0
39,3,2,1,824,1,3,1,0,17,0
99,2,1,2,4279,5,2,2,1,14,0
37,3,0,2,1824,3,4,2,0,4,0
30,2,1,0,2957,3,3,1,1,10,1
118,0,0,2,566,1,2,2,0,15,0
31,1,1,0,369,1,3,1,1,11,0
43,0,1,0,4025,5,1,2,1,18,0
50,0,0,2,1354,3,3,1,1,15,0
118,2,0,1,850,1,5,2,1,3,0
108,3,0,0,2127,2,1,1,0,12,0
117,1,0,2,5360,5,4,1,0,5,1
72,0,1,2,1094,3,3,0,1,12,1
119,1,1,0,4719,4,2,1,0,9,1
104,0,1,0,596,4,2,2,1,2,0
35,0,4,2,4458,5,3,1,0,18,0
113,0,0,2,3464,5,3,1,1,12,0
12,2,1,0,349,3,2,1,1,15,1
109,0,0,0,859,1,1,1,1,17,1
70,0,0,0,1083,1,1,0,1,16,0
70,0,4,0,4272,5,3,2,0,12,1
100,3,1,0,2285,2,3,2,1,1,0
86,3,1,0,1160,1,2,2,1,18,0
99,0,4,2,4161,4,4,0,1,15,1
55,1,3,2,1700,3,2,2,0,13,0
52,3,0,2,626,1,2,2,0,5,0
81,0,4,1,5319,5,3,2,1,17,1
109,1,2,2,4666,4,4,2,1,6,1
62,3,1,0,498,3,2,2,0,9,0
15,2,0,1,1982,5,3,2,1,15,0
58,0,4,0,1200,1,2,2,1,15,0
115,0,2,2,856,2,3,2,0,11,0
23,3,4,1,955,4,3,1,1,18,0
33,0,1,2,2268,2,4,2,1,1,0
117,2,0,0,2894,5,1,0,1,13,0
11,3,1,0,1502,3,1,1,0,14,0
57,1,2,2,648,2,4,2,0,22,1
82,2,0,2,5582,5,2,2,0,13,0
44,1,0,0,2589,3,1,2,0,24,0
28,3,2,0,922,1,3,2,0,17,0
29,3,2,0,456,4,3,1,0,18,1
64,3,0,1,1361,5,4,2,0,12,0
18,2,0,0,4936,5,1,2,1,13,0
85,2,4,0,3306,3,1,2,1,5,0
92,0,1,1,1851,4,4,1,1,4,0
18,1,4,0,856,4,2,0,1,25,0
90,3,4,0,1095,2,2,1,1,16,1
85,3,0,0,2361,2,3,2,1,10,0
113,1,0,0,789,4,1,0,1,11,1
83,3,1,0,1425,2,1,2,1,11,0
86,1,4,0,3260,5,2,0,1,25,0
100,3,4,0,1135,3,2,2,1,18,0
36,3,0,0,5953,5,1,2,0,17,0
17,2,1,0,1913,2,2,1,1,12,0
80,3,1,2,2425,4,3,0,1,17,0
63,2,0,2,848,3,2,2,1,8,0
89,3,0,0,2966,4,3,0,0,12,1
86,0,4,1,1716,2,5,2,0,3,0
71,1,0,0,932,1,2,2,0,24,1
21,0,0,2,1641,3,2,2,0,8,0
28,0,1,0,1888,2,3,2,0,13,1
75,3,1,0,940,2,3,0,1,6,0
108,0,0,2,1234,4,2,2,1,18,0
87,3,4,0,1149,1,3,0,1,2,0
80,3,4,1,1685,2,4,1,0,5,1
106,1,1,2,4173,5,2,0,0,19,0
43,3,0,2,605,2,3,2,0,3,0
112,3,1,1,804,1,3,2,1,14,1
99,2,0,0,801,3,3,2,0,17,0
27,1,2,2,2420,5,4,0,1,16,0
33,0,1,1,2870,3,5,2,1,12,0
110,2,0,2,600,3,2,1,0,17,0
69,1,0,0,2717,5,1,0,0,22,0
42,3,0,2,1549,5,3,1,1,15,0
75,3,0,0,1189,2,3,0,1,14,0
19,0,0,0,4171,4,2,2,0,14,0
77,3,3,0,1771,2,1,2,0,14,0
56,0,0,1,2890,3,4,1,0,3,1
29,3,1,2,452,1,2,1,1,8,0
101,3,0,1,655,4,4,1,0,15,1
31,1,2,2,801,3,2,2,0,16,1
32,3,1,0,826,1,1,0,1,9,0
21,1,1,0,2340,2,2,1,1,20,0
73,0,0,1,3554,4,4,0,0,3,1
25,3,1,0,475,1,3,2,1,11,0
20,1,1,0,1099,5,3,1,0,20,1
117,1,0,0,3161,5,2,2,1,19,0
99,3,0,1,3252,3,4,2,0,0,1
102,1,0,0,4012,5,3,1,1,23,1
79,1,4,0,1138,1,2,1,0,22,1
66,0,1,0,565,2,1,2,0,16,1
28,2,1,1,2773,4,3,2,0,10,0
112,1,1,2,2768,3,4,1,1,22,1
50,0,0,2,3911,4,2,2,1,4,1
14,3,0,0,1993,2,3,2,1,16,0
100,2,4,1,1878,3,3,1,1,1,0
17,0,0,0,1619,2,3,2,1,2,0
116,2,0,1,751,5,3,1,1,17,0
75,1,2,1,2975,4,5,1,0,23,1
82,3,2,0,2730,5,3,0,1,8,0
45,2,1,2,2372,2,3,1,1,9,0
42,3,0,1,3036,4,5,2,1,0,1
73,0,1,2,618,3,2,1,1,12,1
43,1,0,1,2025,2,5,1,0,15,1
47,0,1,0,1132,4,3,1,0,17,1
35,3,0,0,2963,3,2,2,0,8,0
20,1,2,0,2919,3,3,1,0,8,0
89,0,1,2,3275,5,4,0,1,11,1
60,3,0,2,929,4,3,0,0,12,0
46,3,0,0,1333,4,3,1,0,17,0
39,3,0,2,505,3,2,2,0,3,0
73,3,2,2,2054,3,3,2,0,3,0
28,2,0,0,2935,3,2,0,0,2,0
38,0,0,2,2121,2,2,2,0,4,0
59,3,0,1,1403,3,3,2,0,4,0
75,0,4,2,4130,4,2,2,0,15,0
112,3,3,2,2017,5,2,0,1,0,0
98,1,0,0,835,2,1,1,0,17,0
113,0,4,2,654,1,4,1,1,12,0
26,2,4,0,4288,5,2,2,0,0,0
59,3,0,0,1049,3,1,2,0,13,1
69,3,0,2,1207,3,3,1,0,15,1
31,3,0,2,397,5,2,1,0,13,0
17,1,2,0,3994,5,2,1,1,13,0
37,0,4,0,366,1,1,2,0,12,1
95,3,1,0,2574,3,1,1,0,12,1
26,3,0,0,503,1,3,1,1,18,1
20,3,1,1,1946,4,5,0,1,5,0
21,0,0,2,2186,4,4,0,0,13,1
31,1,0,0,2028,2,3,0,0,14,0
11,0,1,2,346,1,2,2,1,18,0
11,1,0,0,5360,5,1,0,0,17,0
93,0,3,0,1914,2,1,2,0,14,0
111,3,4,0,1829,4,2,2,1,16,1
87,3,0,2,1865,2,3,1,1,0,0
72,1,0,0,427,1,1,0,0,19,1
40,3,0,2,461,2,4,1,1,16,0
13,0,0,0,2965,5,1,0,0,17,1
81,3,0,2,3712,5,4,0,1,3,1
110,3,4,1,540,3,5,0,1,14,0
37,2,1,0,1372,2,1,1,1,12,0
13,2,1,1,2502,5,4,1,0,6,1
43,2,0,2,907,1,2,2,0,15,1
93,2,0,0,1845,3,3,0,1,14,0
21,2,0,0,1252,2,3,0,1,1,0
115,1,3,1,3183,3,4,0,1,18,1
33,1,0,2,3614,5,4,0,1,8,1
15,3,0,1,4463,5,4,1,0,12,1
19,0,0,0,3413,4,2,0,1,3,0
102,3,4,0,847,3,2,2,0,3,0
112,2,4,1,2974,5,4,2,0,3,1
111,2,4,1,1368,4,5,2,1,2,1
56,3,1,2,1141,1,2,1,0,6,0
52,3,0,1,709,2,5,0,0,1,1
83,1,0,2,3144,3,2,0,1,19,1
116,1,1,0,3995,5,2,0,0,17,1
66,0,0,2,3940,5,2,0,0,2,0
38,3,0,2,1715,2,3,0,1,4,0
30,3,4,0,732,4,2,2,1,11,0
81,3,0,0,869,2,3,0,1,17,0
16,2,2,0,650,1,1,1,0,15,0
73,1,0,2,4301,4,4,2,0,6,1
103,1,4,0,853,4,2,2,0,23,1
118,1,0,2,678,4,3,1,1,25,1
116,2,0,1,533,1,3,0,0,10,0
80,3,0,2,3893,4,3,2,0,7,0
66,2,0,0,2095,5,3,1,1,18,1
12,0,0,0,1363,2,1,0,1,3,0
56,1,0,1,4295,4,3,1,1,23,1
45,1,1,0,886,4,3,2,0,8,0
111,1,2,0,2329,4,3,2,0,11,0
117,1,0,2,4454,5,2,0,0,19,1
98,0,0,2,3593,4,3,2,0,4,1
106,1,1,0,1822,4,1,1,0,13,1
78,1,0,0,549,2,3,2,0,19,1
117,1,1,1,357,1,3,1,1,15,1
21,3,0,0,671,5,3,2,0,10,0
26,3,1,0,576,2,1,1,0,13,0
15,3,1,0,887,4,2,2,1,16,1
17,1,0,0,2605,5,3,2,1,23,0
115,1,0,0,687,4,1,2,0,20,1
25,2,1,1,309,3,4,2,0,16,1
39,0,0,0,484,4,1,2,0,11,1
48,2,0,0,1404,3,3,1,1,10,0
103,0,0,2,746,1,2,2,1,18,0
105,1,0,1,1829,2,5,2,1,17,1
91,1,4,0,3890,5,1,0,0,10,0
11,1,4,0,634,3,3,0,0,21,1
89,3,4,0,731,1,1,1,1,15,1
41,0,4,1,1068,1,3,2,1,4,0
10,1,1,0,378,1,3,1,0,13,0
86,1,3,2,3294,3,4,2,0,13,1
18,2,0,2,382,2,3,1,1,14,0
35,3,4,2,591,1,2,2,1,1,0
26,3,1,0,2657,3,1,0,0,10,0
76,0,1,2,5186,5,3,1,0,12,0
82,1,2,1,721,1,5,2,1,12,0
118,0,1,0,1434,5,2,2,1,18,1
85,3,1,2,3940,4,3,1,1,3,0
39,1,4,0,1929,2,1,1,0,16,1
56,3,0,0,1585,2,1,2,1,13,0
83,2,4,2,2111,2,2,1,0,11,0
102,0,1,0,1901,2,1,1,0,4,0
85,3,0,0,1718,4,2,0,1,17,0
42,2,0,0,1792,3,2,2,1,15,0
80,3,1,1,2440,4,5,0,0,16,1
65,2,0,2,1055,1,2,2,1,2,0
102,3,0,2,527,1,2,2,0,17,0
14,3,4,0,872,1,1,1,1,16,0
108,0,1,0,634,2,3,2,1,8,0
73,2,4,0,1112,2,2,0,0,10,0
93,0,1,0,465,2,3,1,1,13,0
33,2,0,0,981,2,3,1,0,5,0
26,2,1,2,375,1,3,2,1,14,0
21,3,0,2,377,3,2,1,0,4,0
107,3,1,0,2263,4,3,1,1,15,0
58,3,1,2,794,1,4,0,0,12,0
72,1,2,0,2138,2,1,0,1,8,0
75,3,4,2,1497,2,3,2,1,1,0
36,1,1,0,962,2,2,1,0,23,1
48,3,1,1,335,2,4,0,1,17,1
25,3,0,0,3208,5,1,0,1,0,0
85,1,4,2,2563,4,4,0,1,13,1
41,0,0,0,4702,4,1,2,0,9,1
24,2,0,0,835,2,3,2,0,4,0
114,3,0,2,2236,2,2,1,1,16,0
18,1,1,0,1060,4,2,2,1,21,1
68,2,0,0,1212,2,2,0,0,18,1
117,0,4,0,1135,1,2,2,0,6,0
100,3,2,0,1555,4,2,0,0,7,0
45,3,0,1,662,2,3,2,1,12,0
46,1,0,2,2120,2,2,2,1,21,0
39,3,0,2,3504,3,3,2,1,4,0
66,0,1,0,1287,2,1,1,1,9,0
24,3,1,2,1017,3,2,2,1,10,0
59,0,1,1,383,1,5,2,1,16,1
115,1,2,2,3716,4,2,1,1,21,0
88,0,4,1,642,4,5,0,1,14,0
95,1,1,0,1998,2,3,2,1,8,0
27,3,4,0,2396,4,1,2,0,3,0
64,0,2,0,2830,3,3,2,1,7,0
47,0,1,2,981,1,4,2,0,13,1
21,1,4,2,1018,4,2,2,0,18,1
95,2,1,0,3228,4,2,0,0,11,0
110,2,2,1,580,4,4,1,0,10,1
100,1,4,2,4018,4,4,0,0,15,1
66,3,3,2,4515,5,2,1,1,3,0
28,3,2,1,4664,4,3,1,1,7,1
110,1,3,2,1563,5,3,1,1,13,1
16,0,1,0,1746,3,1,0,0,13,0
37,3,1,1,985,2,5,0,1,16,0
30,2,0,2,3331,4,4,1,1,4,0
31,1,4,1,413,3,4,0,0,9,0
14,3,0,1,1112,4,3,2,0,10,0
48,3,2,2,658,3,3,0,1,10,0
13,0,1,2,780,1,2,1,0,17,1
25,3,0,1,3328,3,5,1,1,3,1
39,0,0,1,2371,2,5,0,1,6,1
96,3,4,1,878,1,3,1,1,16,0
65,0,2,1,338,1,5,2,1,13,0
89,1,4,0,912,1,3,0,1,12,1
90,1,0,2,1099,3,3,0,1,13,0
109,1,1,2,393,1,2,1,1,16,1
80,3,4,0,1289,2,3,2,1,3,0
26,0,1,0,4861,5,2,0,1,3,0
50,3,0,1,1993,4,4,2,0,2,1
110,1,1,1,797,1,5,2,0,25,1
26,3,0,0,846,1,1,1,0,9,0
77,3,2,2,1729,4,3,2,1,3,0
24,2,0,1,1455,3,4,0,1,15,0
112,2,0,0,1095,4,2,0,0,6,0
89,3,0,0,1602,3,1,0,0,15,0
114,1,0,0,3927,5,3,0,1,15,1
12,0,4,1,1050,1,5,2,0,15,0
68,3,1,1,1628,5,4,1,1,1,0
107,3,0,0,315,3,1,1,1,15,0
58,1,1,0,2606,3,2,2,0,15,0
20,0,0,0,986,2,3,0,1,4,0
12,1,3,2,676,4,2,2,1,13,0
60,3,4,0,1573,4,1,1,0,1,1
57,3,4,0,2112,3,2,0,1,4,1
13,2,1,2,3237,3,3,1,0,9,0
109,3,3,2,1602,4,4,1,1,14,1
99,1,2,0,544,3,2,2,1,8,0
84,3,1,0,1101,4,2,2,0,17,0
69,2,0,0,1117,2,3,0,0,8,0
36,3,4,2,1075,3,2,1,0,14,0
10,0,0,0,4189,5,1,1,0,8,1
61,3,2,1,1514,3,3,0,0,6,0
68,0,1,2,757,2,4,1,0,7,0
19,3,1,0,1326,5,2,1,0,4,0
49,3,1,2,721,5,3,2,0,8,1
105,1,0,2,1693,2,4,2,0,22,1
62,3,0,1,1790,2,4,2,1,7,0
37,3,0,0,739,2,1,1,1,13,0
61,3,0,2,4394,5,3,0,1,1,0
22,0,1,1,1156,1,5,2,1,16,0
14,3,0,2,524,1,2,2,0,9,0
54,0,0,2,908,1,2,1,0,11,1
71,1,1,2,545,2,3,0,1,17,0
81,3,0,0,3498,4,1,2,0,6,0
55,1,0,1,1128,1,5,0,1,20,1
77,1,0,0,334,1,1,0,0,11,0
84,3,1,0,811,2,2,1,0,3,0
67,1,4,0,2516,3,1,0,1,17,0
75,0,1,2,355,4,4,0,0,0,0
72,3,4,0,680,1,3,0,0,0,0
40,2,2,2,3053,3,4,0,0,18,1
12,2,3,0,1780,3,2,1,1,12,0
97,0,4,0,4234,4,3,1,1,9,1
102,3,0,2,3899,4,4,2,0,10,1
116,3,1,0,4624,5,1,1,0,2,1
56,3,1,2,1122,4,3,2,1,5,1
56,2,4,0,2500,5,3,0,1,11,0
43,3,4,2,355,2,2,0,1,7,0
66,3,4,0,3571,5,2,0,0,0,0
96,1,0,0,1474,3,2,1,1,15,1
28,3,4,0,829,1,2,1,0,3,0
99,3,0,0,1525,2,1,1,1,4,0
20,2,4,2,592,4,3,2,1,8,0
102,0,0,0,1598,4,3,0,0,5,0
44,0,0,0,2550,4,1,1,1,8,0
67,1,1,0,1083,1,2,2,0,6,1
32,3,0,2,2075,2,3,2,1,14,0
117,1,2,1,2154,2,3,1,0,10,0
58,0,0,1,3065,3,3,1,1,15,1
114,2,0,1,405,2,4,2,0,18,0
21,2,2,1,1511,3,5,1,1,10,1
80,3,0,0,452,3,3,0,1,7,0
48,1,2,0,538,1,2,2,1,17,0
29,0,3,2,2075,2,3,2,1,12,0
58,0,2,0,885,1,1,2,0,17,1
116,2,0,0,561,1,1,1,1,6,0
91,3,1,0,1514,3,1,0,1,4,0
11,2,2,0,1424,2,1,1,1,7,0
28,3,0,2,3189,3,3,0,1,10,0
111,3,1,0,2995,4,2,1,0,18,1
30,3,0,0,891,1,1,1,0,16,0
80,3,1,0,3615,4,2,1,1,12,1
75,0,0,2,1478,3,4,1,0,4,0
18,3,0,0,1798,5,1,1,0,2,0
17,3,1,2,2698,5,2,1,0,16,0
50,2,3,0,2839,5,3,1,0,15,0
94,3,4,1,1775,2,3,2,1,18,1
42,1,3,1,1773,2,4,2,0,10,1
60,1,1,2,368,1,2,0,1,22,1
40,0,4,0,2280,4,1,2,1,5,0
36,3,0,0,2619,5,2,0,1,16,1
110,1,1,0,1658,2,2,0,0,17,0
91,3,1,2,2491,4,4,0,0,16,0
114,0,4,1,979,1,3,2,1,15,0
33,3,4,0,937,1,3,2,1,17,1
41,3,2,1,614,1,3,2,0,0,1
45,1,2,0,3370,3,3,0,0,9,0
46,1,0,2,3335,5,2,1,0,20,0
117,3,2,0,1636,2,1,1,0,12,0
112,3,1,0,748,1,3,1,1,3,0
52,3,1,0,1334,2,2,0,0,15,0
56,0,0,0,2681,3,1,1,0,11,0
53,3,0,2,3322,3,4,2,0,16,0
23,3,0,0,4324,4,3,2,1,8,1
47,0,0,2,1879,2,4,1,1,13,0
52,3,0,0,3617,4,1,2,0,18,1
79,1,0,1,5341,5,5,2,0,23,1
20,3,0,0,1762,3,2,0,1,9,0
61,2,4,1,1093,2,3,2,1,2,1
60,1,4,0,2318,2,3,1,1,14,0
53,0,1,0,1960,4,1,1,1,12,0
19,0,1,2,633,1,4,0,0,4,1
87,0,1,2,3464,5,4,2,0,15,1
12,3,1,0,2122,2,3,2,1,7,1
51,2,0,0,724,1,1,2,1,4,0
96,0,4,0,786,4,2,0,0,9,0
78,2,1,0,1023,1,3,2,1,14,0
91,3,4,0,1486,2,1,0,0,6,0
69,1,1,1,2055,4,3,0,0,18,0
37,3,0,2,1752,3,4,1,1,2,1
29,2,4,2,609,1,3,2,1,8,0
24,0,0,0,5281,5,3,0,0,9,0
118,0,4,0,4358,4,2,2,0,13,1
64,2,0,2,703,1,4,1,1,15,0
82,3,1,0,1713,3,1,2,0,7,0
57,1,0,1,1037,5,3,2,1,14,0
109,2,4,0,587,4,3,1,1,14,0
79,3,4,2,779,2,3,0,1,18,0
81,3,1,0,389,3,1,2,0,15,0
109,1,4,0,1637,2,2,1,0,10,1
31,3,2,0,3234,3,3,1,1,13,0
76,3,1,1,1641,4,5,0,0,8,0
68,0,4,0,3973,5,3,2,0,3,0
82,3,4,2,303,2,3,2,1,6,0
118,3,1,2,444,1,2,0,0,14,0
42,1,4,1,1026,4,4,1,0,18,1
17,1,4,0,2038,3,2,2,1,22,1
49,0,0,2,624,2,4,0,0,5,0
75,0,0,1,1420,2,3,0,1,8,0
81,3,2,0,4747,5,2,0,1,4,0
87,3,1,2,1557,3,3,0,1,1,0
42,0,1,0,321,1,2,1,0,6,0
47,0,0,2,943,1,2,0,1,10,0
29,3,0,0,2109,3,2,1,0,1,0
79,0,0,0,5335,5,2,2,1,7,0
41,0,0,0,801,4,1,2,1,11,0
107,3,1,0,5033,5,1,1,1,8,0
109,3,4,1,1663,2,5,0,1,5,1
81,1,4,1,1336,2,3,1,0,19,1
25,3,0,2,1019,3,3,2,0,14,0
109,3,0,2,1335,4,2,2,1,17,0
86,3,1,2,1010,1,3,1,0,2,1
82,3,0,0,1709,2,2,0,1,15,0
70,3,0,1,2014,3,3,2,0,12,1
78,0,4,1,2666,5,3,0,1,1,0
56,0,1,0,2288,4,1,1,0,16,1
112,3,0,2,2128,5,4,1,0,10,0
13,3,4,2,2410,3,4,1,0,5,1
104,0,0,1,2554,3,5,1,1,14,1
101,3,1,2,1578,3,3,2,0,8,0
33,3,4,2,505,5,3,0,0,12,0
75,1,0,1,339,1,5,2,1,22,1
80,3,0,2,1832,3,3,1,0,2,1
119,2,0,1,857,2,4,0,1,1,0
44,3,3,1,1940,4,3,1,1,6,0
27,3,0,0,3077,5,3,2,0,1,1
