time_spent_sec,page_stage,device_type,delivery_zone,cart_value,cart_items_count,delivery_eta_days,coupon_status,is_returning_user,idle_seconds,abandoned
108,home,android,remote,2277,5,4,applied,1,6,1
65,cart,tablet,tier2,1397,2,4,applied,1,15,0
96,home,android,tier2,2288,2,3,none,0,6,1
47,cart,android,tier2,536,3,4,available,0,2,0
90,product,macbook,remote,1789,5,3,applied,1,17,0
116,cart,android,metro,1124,2,3,applied,0,14,0
79,home,android,remote,1384,3,5,none,0,13,0
97,checkout,macbook,remote,937,4,3,available,1,10,0
94,cart,android,tier2,1304,2,3,none,0,18,0
23,home,macbook,metro,1462,3,1,available,1,14,0
96,cart,iphone,tier2,2315,2,2,available,1,11,0
72,product,android,metro,2743,3,3,none,1,9,0
16,product,android,tier2,3603,4,4,none,1,7,0
71,product,windows,remote,4643,4,5,available,1,14,0
113,checkout,macbook,metro,4248,5,3,applied,0,10,0
49,cart,iphone,metro,1184,2,3,applied,0,11,0
10,checkout,windows,metro,3337,5,3,none,1,25,1
90,cart,android,metro,661,3,3,available,0,10,0
62,product,macbook,metro,1404,2,1,available,0,15,0
36,product,tablet,metro,961,2,1,applied,0,4,0
12,home,windows,metro,2804,3,2,none,1,15,1
82,product,macbook,remote,733,2,4,none,1,14,0
76,cart,iphone,tier2,601,1,2,available,1,14,1
101,home,android,tier2,2674,3,3,none,0,18,0
12,checkout,android,metro,1131,4,2,none,0,20,1
37,product,windows,metro,3198,5,2,none,1,5,0
66,cart,iphone,metro,986,1,3,applied,1,18,0
85,product,android,remote,1020,1,4,available,1,9,1
10,product,android,metro,807,2,2,none,0,12,0
45,checkout,android,tier2,1096,2,3,none,1,15,0
106,product,android,metro,3659,5,3,none,1,18,0
106,cart,android,metro,612,3,3,applied,1,14,0
19,checkout,android,tier2,2655,3,4,applied,1,6,1
91,home,macbook,metro,1003,1,1,available,1,6,0
67,home,android,metro,4570,4,2,applied,1,3,0
32,cart,android,metro,3611,4,3,applied,1,11,0
97,product,android,metro,785,1,3,none,0,17,0
11,cart,windows,tier2,3652,4,2,available,0,0,1
96,cart,android,remote,678,1,4,none,1,4,1
91,checkout,android,metro,3931,4,2,available,0,14,0
60,cart,iphone,metro,1096,1,3,none,0,15,0
107,checkout,android,metro,1133,3,2,applied,0,12,0
120,product,iphone,metro,738,3,3,applied,0,17,0
92,cart,windows,tier2,3336,3,3,none,1,5,0
28,cart,tablet,metro,3048,4,2,available,1,3,0
75,product,windows,metro,3598,5,1,none,1,8,0
118,cart,iphone,remote,1509,2,5,none,1,6,0
58,home,android,metro,2363,2,1,none,1,3,0
71,checkout,windows,metro,544,2,2,none,0,8,0
102,product,iphone,metro,425,1,3,none,1,5,0
35,product,macbook,tier2,2653,3,2,applied,1,8,0
117,checkout,android,tier2,1061,1,3,none,0,11,0
27,cart,android,tier2,672,2,2,applied,1,8,1
88,product,android,metro,466,1,2,applied,0,12,0
12,home,android,tier2,639,1,3,available,0,18,0
103,cart,android,tier2,371,3,4,applied,1,3,0
95,checkout,windows,remote,2827,5,3,none,0,25,1
49,checkout,windows,metro,1622,5,1,applied,0,24,0
110,checkout,android,metro,1351,3,1,none,0,6,0
58,product,iphone,tier2,3160,3,2,available,0,6,1
78,cart,android,metro,2027,2,3,available,1,8,0
91,checkout,android,tier2,4261,4,2,applied,0,8,0
78,home,android,tier2,3439,4,3,none,1,13,0
73,home,android,tier2,1814,2,3,none,0,11,1
38,product,windows,tier2,1132,5,4,available,1,12,0
110,home,macbook,remote,1310,2,5,available,0,14,1
101,product,macbook,metro,885,3,3,none,0,18,0
91,cart,android,metro,3191,5,1,applied,1,1,0
17,cart,android,metro,424,1,1,available,0,11,0
26,checkout,iphone,metro,1765,2,2,none,1,16,1
36,home,iphone,remote,1036,3,3,applied,1,6,0
68,cart,windows,metro,3209,4,3,none,0,18,1
114,cart,windows,metro,965,1,1,available,1,4,0
55,cart,macbook,tier2,1151,3,2,applied,1,7,0
15,home,android,tier2,2021,5,3,applied,1,14,0
75,home,android,metro,2689,4,3,applied,0,5,1
66,product,iphone,tier2,4654,4,2,available,0,18,1
103,home,windows,remote,1894,5,4,applied,0,11,0
99,cart,android,metro,4689,4,1,none,1,14,1
24,checkout,macbook,remote,2285,3,5,applied,0,17,0
47,product,android,metro,628,5,1,available,0,9,0
10,checkout,windows,remote,1128,1,3,none,0,16,0
100,checkout,macbook,metro,1758,3,2,applied,1,25,0
24,home,iphone,remote,1140,2,5,applied,1,3,1
68,home,macbook,metro,1805,2,3,applied,1,15,0
16,cart,windows,tier2,2600,3,4,none,1,6,1
77,product,android,metro,3103,4,2,none,1,16,0
93,cart,android,tier2,3383,5,3,available,1,16,0
71,checkout,iphone,metro,2696,3,2,applied,0,15,0
73,cart,android,tier2,371,1,4,applied,1,7,0
63,product,macbook,metro,1036,4,3,none,1,9,0
76,product,tablet,metro,2265,3,3,applied,1,10,0
52,cart,android,metro,450,2,1,applied,1,7,0
102,product,iphone,tier2,419,1,3,none,1,10,0
52,product,macbook,tier2,3110,4,2,available,1,8,0
77,home,iphone,metro,1167,1,2,available,1,1,0
17,checkout,windows,remote,3519,3,5,applied,1,6,0
96,product,android,tier2,937,2,4,available,0,6,0
73,product,android,remote,2055,3,4,none,0,1,1
87,product,android,metro,703,4,1,available,1,5,0
107,product,android,tier2,3324,3,3,none,1,14,0
15,product,android,tier2,1024,5,2,available,0,10,0
91,home,windows,remote,626,3,3,available,1,17,0
50,product,windows,metro,758,5,2,none,1,10,0
87,product,android,tier2,5819,5,2,none,1,8,1
68,cart,windows,metro,2301,4,2,applied,1,4,0
12,home,macbook,metro,1538,5,2,applied,0,11,1
112,checkout,iphone,metro,2818,5,3,available,0,5,0
102,checkout,android,tier2,505,1,4,none,1,16,1
70,product,windows,remote,794,3,5,available,1,17,1
74,product,iphone,tier2,2608,4,3,none,0,17,0
74,home,iphone,tier2,2707,3,3,applied,0,12,0
96,product,iphone,metro,3195,3,2,available,0,5,0
73,product,macbook,metro,504,4,2,available,0,5,0
41,product,android,metro,4989,5,3,applied,0,3,0
22,home,iphone,remote,5171,5,4,available,1,2,1
39,product,android,metro,1995,5,2,available,1,17,1
30,product,windows,metro,1016,3,2,none,1,0,0
30,product,windows,remote,1188,1,5,available,0,15,0
117,checkout,windows,tier2,1689,2,3,applied,0,16,0
94,checkout,iphone,metro,1060,1,3,none,1,12,1
93,cart,android,tier2,3527,5,2,applied,0,13,0
91,checkout,windows,tier2,522,4,2,none,1,9,0
71,home,android,metro,871,3,3,none,0,17,1
74,cart,iphone,metro,749,3,1,available,0,14,0
84,cart,android,remote,1187,4,4,available,1,18,1
33,home,windows,remote,3547,3,4,applied,0,15,0
49,cart,android,metro,658,1,1,available,1,17,0
12,product,windows,metro,2556,4,3,none,1,16,0
41,cart,android,metro,3129,3,1,available,1,9,0
39,product,android,tier2,1065,4,4,available,0,12,1
119,product,windows,metro,2393,3,1,none,0,7,0
43,cart,android,tier2,4291,4,4,none,0,5,1
24,product,windows,tier2,5723,5,3,available,0,18,0
21,product,android,metro,1054,1,1,applied,1,9,1
33,product,android,tier2,3656,4,4,none,1,8,0
21,home,windows,metro,1636,2,3,none,0,4,1
91,checkout,iphone,remote,666,2,5,none,1,23,1
89,checkout,windows,tier2,1342,2,3,applied,1,7,0
111,cart,iphone,tier2,734,1,3,available,0,18,0
37,product,macbook,metro,305,1,3,applied,0,17,1
105,product,windows,tier2,689,2,2,none,1,14,0
114,product,windows,tier2,519,1,2,applied,0,9,0
18,checkout,iphone,tier2,1269,5,2,available,1,10,1
85,checkout,windows,remote,960,3,3,available,1,15,1
118,product,windows,remote,3613,4,5,none,1,12,0
119,home,iphone,metro,3188,5,3,available,0,8,1
31,cart,iphone,metro,353,2,1,none,0,8,0
71,product,android,remote,751,2,4,applied,0,17,1
64,cart,windows,metro,786,1,3,none,0,5,0
112,home,iphone,metro,2952,5,3,none,0,15,0
27,checkout,windows,metro,403,2,2,available,0,23,0
46,cart,tablet,remote,824,2,5,available,0,13,0
28,cart,android,metro,1091,1,2,applied,1,17,0
77,product,android,metro,903,2,1,applied,0,0,0
49,checkout,android,tier2,2225,4,4,applied,1,21,0
45,product,android,metro,319,5,1,none,0,1,0
40,checkout,macbook,metro,5924,5,1,applied,1,15,0
62,product,windows,remote,4299,5,4,none,1,17,1
114,home,android,remote,783,2,4,none,1,14,0
47,home,iphone,tier2,999,2,4,available,0,4,0
25,product,macbook,metro,2658,4,1,applied,0,17,0
89,checkout,windows,metro,1530,4,3,available,0,11,0
44,home,android,tier2,3532,3,2,available,0,11,0
84,product,iphone,remote,665,4,5,available,0,2,0
90,checkout,windows,tier2,1759,4,2,none,1,19,1
59,cart,windows,tier2,533,4,3,applied,1,8,0
69,home,android,metro,895,2,2,none,1,13,0
54,home,windows,remote,4707,4,5,none,0,0,1
94,checkout,iphone,metro,1508,2,1,none,1,9,0
56,product,android,tier2,1443,4,2,none,1,8,0
82,product,macbook,remote,1347,2,4,available,1,2,0
109,product,windows,metro,312,1,1,none,1,12,0
27,cart,android,tier2,1577,3,3,none,0,10,1
20,checkout,android,tier2,5719,5,4,available,0,7,1
44,product,iphone,tier2,723,2,3,applied,1,12,0
46,home,android,metro,1154,1,3,applied,0,1,0
61,product,windows,metro,2707,3,1,applied,1,16,0
89,checkout,macbook,metro,970,2,3,applied,0,15,0
39,cart,iphone,remote,3012,5,4,available,0,13,1
72,checkout,iphone,remote,4493,4,3,applied,0,6,0
42,product,iphone,metro,1550,2,1,available,1,9,1
27,product,iphone,tier2,1820,3,4,none,1,4,0
67,product,iphone,tier2,4083,5,2,none,1,10,1
61,home,iphone,remote,707,1,5,applied,0,4,0
99,home,android,tier2,2391,4,3,applied,1,13,0
65,cart,android,tier2,3831,4,4,available,1,14,1
37,product,macbook,metro,1866,4,1,applied,0,1,0
66,home,iphone,remote,1050,1,3,none,0,1,0
26,cart,android,tier2,1010,5,3,applied,1,4,0
34,product,android,remote,2424,3,4,applied,1,2,0
38,cart,tablet,remote,2925,3,4,applied,0,9,1
114,cart,windows,metro,363,2,1,none,0,0,0
25,cart,macbook,remote,5930,5,4,none,0,2,0
82,checkout,macbook,tier2,1234,4,2,none,1,17,1
84,home,android,remote,3968,4,4,none,1,8,1
31,cart,iphone,metro,2422,3,2,applied,0,13,0
85,home,windows,metro,1706,5,1,applied,1,12,0
25,home,windows,metro,2981,3,3,applied,0,18,1
55,product,windows,tier2,1937,2,3,applied,1,8,0
42,product,android,remote,1037,2,5,available,1,11,1
89,product,iphone,remote,977,1,5,none,1,12,0
51,cart,android,tier2,711,1,3,none,1,6,1
71,cart,android,remote,981,1,4,none,0,6,0
60,home,iphone,metro,2392,3,1,applied,1,16,1
73,product,iphone,tier2,1424,2,3,available,1,14,0
114,product,iphone,metro,1138,4,3,none,0,1,0
90,home,android,remote,2552,5,4,available,1,17,1
114,checkout,windows,remote,1102,2,4,applied,0,16,1
30,product,android,metro,320,1,1,none,0,10,0
16,product,macbook,tier2,2638,3,2,none,1,11,1
19,cart,android,tier2,1550,5,3,available,1,15,0
42,home,iphone,metro,3935,5,1,available,1,8,0
35,home,android,remote,1230,2,4,applied,0,6,1
67,checkout,iphone,remote,1427,3,4,applied,1,18,0
45,checkout,android,tier2,1711,5,3,none,1,24,1
28,checkout,iphone,metro,919,1,2,available,1,10,0
62,cart,iphone,tier2,625,5,4,none,0,13,1
84,product,android,metro,842,4,3,none,0,3,0
29,home,windows,remote,2528,3,4,available,0,5,1
111,home,windows,metro,1190,4,2,none,1,10,0
44,home,android,tier2,2330,2,3,none,1,18,0
49,checkout,iphone,remote,361,1,3,applied,1,17,0
50,product,iphone,tier2,894,3,2,none,0,14,0
117,cart,android,remote,5614,5,4,applied,1,1,1
92,product,windows,metro,2915,5,3,applied,0,11,1
44,product,windows,metro,579,4,2,applied,0,16,1
70,home,tablet,metro,668,1,1,none,1,13,0
80,cart,android,tier2,736,1,2,none,0,6,0
83,home,windows,metro,650,1,2,available,1,18,0
105,cart,android,remote,1570,5,3,available,0,17,1
66,home,android,metro,455,4,2,applied,0,2,0
106,home,iphone,metro,1114,3,2,none,0,15,0
120,cart,android,metro,342,2,2,none,0,2,0
112,checkout,iphone,remote,2517,3,4,none,0,15,1
104,product,windows,remote,1043,3,3,applied,1,16,0
79,product,windows,remote,2463,3,3,applied,0,11,0
13,home,android,remote,3513,4,4,applied,1,10,0
102,product,iphone,remote,3393,5,4,none,0,8,0
85,checkout,android,remote,2444,3,3,none,1,8,0
19,product,android,remote,3032,3,4,none,1,11,0
88,cart,windows,tier2,3027,4,2,none,0,5,1
108,product,android,metro,530,1,3,none,1,18,0
108,cart,tablet,metro,2098,2,3,applied,1,4,0
93,product,android,tier2,2145,3,3,applied,0,9,0
32,cart,macbook,metro,336,1,1,applied,0,7,0
98,checkout,android,metro,1184,1,1,none,0,18,1
46,product,windows,metro,2972,3,1,none,1,4,0
111,home,iphone,metro,3458,4,2,none,0,2,1
106,product,iphone,metro,713,1,3,available,0,7,0
20,home,android,remote,4508,4,3,applied,1,6,0
107,checkout,android,metro,2791,4,1,none,0,15,0
79,cart,android,metro,529,5,1,applied,0,15,0
114,checkout,macbook,metro,304,1,3,applied,1,22,0
37,product,android,metro,1105,5,3,none,0,11,1
100,checkout,tablet,tier2,791,1,3,applied,0,22,1
43,product,iphone,metro,431,4,1,none,1,16,0
95,home,iphone,remote,1714,4,4,available,0,10,1
35,cart,windows,metro,4164,5,3,applied,0,5,1
55,product,iphone,metro,334,4,1,available,1,3,0
11,product,android,tier2,3165,5,2,available,0,6,0
69,cart,iphone,metro,3503,4,1,none,0,17,1
91,cart,android,tier2,1686,5,3,none,1,17,1
44,product,android,metro,4005,5,2,none,0,5,1
72,home,android,tier2,614,5,4,none,1,0,0
78,home,iphone,remote,4181,4,4,applied,0,2,0
21,product,tablet,metro,2457,3,2,available,0,3,1
23,product,android,remote,1032,4,3,available,0,11,0
76,product,windows,remote,1180,5,5,available,0,3,1
21,checkout,macbook,remote,3305,5,5,applied,1,13,1
30,cart,tablet,metro,816,2,3,none,0,8,0
48,product,macbook,tier2,1020,3,3,available,0,15,0
29,cart,android,tier2,1535,3,4,none,0,15,0
36,cart,android,metro,1067,1,1,none,1,18,0
30,checkout,windows,tier2,613,2,2,none,1,16,0
103,home,windows,metro,3488,3,3,none,1,12,0
106,cart,android,metro,757,1,3,none,1,5,0
53,home,macbook,tier2,892,1,4,none,0,14,1
65,checkout,android,tier2,1713,5,2,applied,1,22,0
22,product,android,metro,4443,5,3,applied,1,12,0
50,cart,windows,tier2,2806,5,4,none,0,0,1
65,checkout,macbook,tier2,931,1,3,none,0,17,0
70,product,android,metro,3509,3,1,available,1,18,1
35,product,android,metro,1379,5,1,available,1,14,0
109,product,android,metro,3013,5,2,available,1,10,1
86,product,windows,metro,2512,5,1,applied,1,13,0
116,cart,macbook,metro,1013,2,1,applied,0,8,0
97,home,android,metro,717,2,3,none,1,9,0
48,product,android,metro,1639,5,2,none,0,12,1
52,checkout,iphone,metro,581,1,2,applied,1,19,0
55,product,android,remote,4747,4,3,applied,0,2,1
19,checkout,windows,remote,4461,5,3,applied,1,19,1
37,product,android,tier2,4355,5,3,none,1,7,0
114,product,android,metro,3950,4,2,none,1,10,0
57,product,android,metro,459,1,1,available,0,13,0
87,checkout,iphone,metro,1319,2,3,available,0,6,0
55,cart,android,metro,4206,4,3,none,1,17,0
44,product,windows,metro,3045,3,2,none,1,17,0
114,product,windows,tier2,3379,4,2,available,1,13,0
38,checkout,iphone,metro,779,1,3,none,1,9,0
109,home,iphone,metro,2231,2,1,applied,0,11,0
37,checkout,android,remote,3192,4,4,applied,0,12,1
59,cart,android,metro,1184,1,3,none,1,12,0
112,cart,iphone,metro,5223,5,1,none,1,8,0
81,product,android,remote,663,2,5,none,0,16,0
90,product,windows,remote,2111,2,3,none,1,0,0
93,home,windows,metro,1777,5,2,none,1,10,0
44,home,windows,metro,2993,4,3,applied,0,1,0
116,cart,windows,remote,2276,2,5,none,0,9,1
79,product,android,remote,3536,3,4,available,0,13,1
53,checkout,tablet,remote,2399,5,3,none,1,17,1
106,checkout,android,metro,3512,3,1,none,1,23,1
45,checkout,iphone,tier2,2182,5,3,none,1,7,0
76,product,android,metro,1588,3,1,applied,0,2,0
20,home,android,metro,2601,3,3,applied,1,14,0
19,product,iphone,metro,3393,4,2,applied,0,15,1
78,product,iphone,remote,3493,4,3,available,1,2,1
82,checkout,windows,metro,591,1,1,none,1,12,0
64,product,windows,remote,2948,4,3,applied,0,7,1
66,home,android,remote,4101,4,3,none,0,16,1
59,product,android,tier2,2082,5,4,applied,1,5,1
67,product,tablet,tier2,420,1,4,applied,0,15,0
38,product,iphone,remote,1166,1,4,none,0,1,0
18,cart,android,metro,1073,1,3,none,0,3,0
99,cart,windows,remote,3418,4,3,applied,1,3,0
52,home,windows,tier2,1152,1,3,available,0,18,0
34,product,windows,metro,3326,3,1,applied,1,7,0
46,product,android,metro,1259,2,3,none,1,5,0
65,product,android,tier2,1154,1,4,applied,1,13,0
117,home,iphone,tier2,1180,1,4,applied,1,13,0
27,home,tablet,metro,1505,2,1,applied,1,18,0
54,cart,windows,tier2,5998,5,4,applied,0,17,1
21,checkout,android,metro,1061,1,1,applied,0,12,1
24,product,android,metro,2457,3,2,none,1,9,0
85,checkout,macbook,metro,5697,5,1,applied,0,15,1
68,checkout,tablet,metro,2288,2,2,available,1,13,0
68,product,macbook,remote,3975,4,4,none,0,0,1
97,home,android,tier2,2238,5,3,none,1,14,0
88,product,android,metro,733,1,3,none,0,13,0
101,product,android,tier2,3709,4,4,none,0,16,0
38,checkout,iphone,remote,3149,3,4,none,0,18,1
78,checkout,windows,metro,1704,2,1,none,1,24,0
101,checkout,android,remote,5280,5,3,none,1,16,1
91,cart,android,metro,698,3,1,applied,1,15,0
120,checkout,android,metro,1354,2,2,available,0,20,1
43,checkout,macbook,tier2,2393,4,2,available,1,6,1
66,product,windows,remote,1563,2,4,available,0,12,0
58,checkout,iphone,metro,1775,2,2,applied,1,21,0
67,cart,iphone,metro,922,3,3,applied,0,16,0
112,cart,iphone,tier2,5372,5,2,none,0,17,0
78,checkout,windows,metro,1370,5,1,applied,0,6,0
11,cart,iphone,tier2,2114,2,4,applied,0,6,0
93,checkout,iphone,tier2,2518,5,2,none,1,22,1
18,product,iphone,remote,308,1,5,available,0,10,0
50,cart,android,metro,1010,2,3,none,0,16,0
77,home,android,metro,1002,1,2,applied,1,1,0
120,product,iphone,metro,2103,2,1,none,0,1,0
12,product,android,metro,447,3,1,available,0,4,0
91,product,android,metro,4788,4,1,applied,1,4,1
15,home,android,metro,1161,1,1,none,1,7,0
19,checkout,iphone,metro,513,2,2,applied,1,12,0
43,home,windows,metro,1118,1,3,none,0,15,0
117,home,windows,remote,1212,3,3,none,1,18,0
111,product,iphone,metro,1474,5,1,applied,0,3,0
33,cart,windows,tier2,817,1,2,none,0,4,0
81,cart,android,tier2,1268,2,3,none,0,3,0
55,product,iphone,tier2,4561,4,4,available,0,18,1
50,checkout,android,metro,2418,5,1,none,0,19,0
108,cart,iphone,metro,1026,2,2,applied,0,13,0
31,checkout,macbook,tier2,2357,2,2,none,1,20,0
82,product,macbook,metro,926,1,1,available,1,16,0
32,home,android,remote,1302,2,3,none,0,0,0
16,checkout,windows,remote,4767,5,4,none,0,18,1
98,product,android,metro,2438,3,2,available,1,16,0
44,product,windows,metro,3462,3,2,applied,0,12,0
111,checkout,macbook,metro,1464,2,1,available,1,20,0
101,product,android,tier2,774,1,3,none,0,15,0
100,home,android,remote,3619,5,4,available,0,8,1
50,cart,android,metro,1195,1,3,available,1,2,0
17,product,android,tier2,1144,1,4,none,0,17,1
36,home,iphone,tier2,4471,5,4,none,0,11,1
44,checkout,android,tier2,410,3,4,available,0,15,1
116,cart,android,remote,3259,3,5,available,1,11,1
20,product,iphone,remote,4529,5,5,none,0,11,1
101,product,android,remote,1062,3,5,applied,1,3,0
71,cart,android,metro,2371,3,1,applied,0,10,0
111,cart,iphone,remote,1522,2,5,available,0,16,1
119,product,tablet,tier2,742,2,3,available,1,16,1
98,cart,android,metro,2335,4,2,none,1,5,1
24,cart,windows,metro,1390,2,1,applied,1,11,0
64,product,android,metro,563,5,1,applied,0,10,0
119,home,windows,tier2,2173,4,4,available,1,5,0
60,checkout,iphone,metro,439,1,1,none,0,21,0
83,product,windows,tier2,2634,4,3,applied,0,7,0
39,cart,android,metro,740,2,3,none,0,16,0
18,cart,android,metro,336,2,3,none,1,2,0
90,cart,android,tier2,660,1,4,none,1,6,0
96,home,android,tier2,2122,2,2,none,1,7,0
118,checkout,android,remote,1888,5,5,applied,1,13,1
56,cart,android,metro,688,1,1,none,0,15,0
38,product,iphone,remote,1752,3,4,applied,1,16,1
38,product,windows,metro,2038,3,3,available,0,7,0
33,product,android,metro,3186,3,1,applied,1,1,0
75,cart,android,metro,4248,4,2,applied,1,2,0
20,home,android,remote,1445,4,3,available,0,15,0
116,home,iphone,metro,5980,5,1,none,1,6,0
21,cart,iphone,remote,1817,3,3,available,0,18,1
22,product,windows,metro,2499,5,2,applied,1,10,0
27,home,android,tier2,1764,3,2,none,1,16,0
57,product,macbook,metro,535,1,1,available,1,4,0
104,home,android,metro,5097,5,1,applied,0,12,0
85,checkout,android,metro,841,2,2,applied,0,6,0
40,product,android,tier2,1739,3,4,none,1,6,1
10,product,windows,tier2,1912,3,4,none,0,12,1
92,checkout,android,tier2,2695,4,4,none,1,15,1
65,cart,iphone,tier2,3714,5,3,none,0,2,0
67,product,android,remote,586,1,5,available,1,3,0
82,product,windows,remote,3465,4,3,applied,0,6,0
51,home,macbook,metro,606,4,1,none,1,6,0
81,cart,android,metro,667,5,1,applied,0,1,0
49,cart,android,metro,397,2,2,applied,1,11,0
95,checkout,android,metro,681,2,1,none,0,25,1
35,cart,windows,tier2,4800,4,4,applied,0,14,1
55,cart,android,metro,629,2,2,none,1,16,0
36,product,windows,metro,854,1,3,none,0,0,0
68,product,android,tier2,5857,5,4,available,1,5,1
105,product,windows,metro,595,3,2,applied,0,0,0
58,home,iphone,metro,2641,4,1,available,0,16,0
27,checkout,windows,tier2,810,1,4,none,1,21,1
119,product,iphone,metro,2229,4,3,none,0,12,0
51,product,windows,metro,2445,3,3,applied,1,2,0
25,cart,windows,metro,914,1,2,applied,1,12,0
79,product,macbook,tier2,4678,5,3,available,1,7,1
44,cart,windows,tier2,1640,3,3,applied,1,0,1
106,home,iphone,tier2,4477,4,4,applied,0,9,1
99,product,iphone,metro,5694,5,1,none,0,9,1
70,product,iphone,tier2,1526,3,2,applied,0,16,0
78,home,android,tier2,2227,5,3,applied,1,2,0
26,checkout,iphone,remote,696,4,3,none,1,20,0
14,product,android,tier2,2683,5,2,none,0,13,1
18,product,android,remote,2180,4,4,none,0,3,1
89,home,android,tier2,1564,4,2,none,1,12,0
61,product,iphone,metro,3139,3,3,applied,0,0,0
92,checkout,windows,remote,363,1,5,applied,0,24,1
113,home,windows,metro,5340,5,2,available,0,0,0
87,home,android,metro,729,1,2,none,1,6,0
95,cart,tablet,metro,1520,4,3,none,0,2,0
118,home,tablet,remote,1111,5,4,none,1,6,0
92,checkout,android,tier2,1931,3,2,available,0,24,0
118,cart,windows,tier2,970,1,4,available,0,7,0
39,cart,tablet,metro,949,1,3,available,1,17,1
118,checkout,macbook,tier2,5793,5,2,available,1,8,0
113,home,android,metro,1913,2,3,none,0,0,0
118,product,iphone,metro,1932,2,1,none,1,9,0
79,product,android,metro,407,1,3,none,1,5,0
25,product,android,metro,1547,4,1,none,1,3,0
59,product,android,metro,756,4,2,applied,0,0,0
86,home,android,metro,3329,3,3,applied,1,9,0
87,checkout,android,tier2,1473,2,4,none,1,19,0
43,cart,iphone,remote,1923,3,4,applied,1,17,0
97,product,android,remote,2725,5,4,available,0,9,1
19,product,android,tier2,3189,3,3,available,1,2,0
41,home,android,metro,4876,5,1,available,1,0,1
74,checkout,android,tier2,835,5,4,none,1,8,1
54,checkout,iphone,tier2,2106,2,2,none,1,10,0
11,checkout,android,metro,1294,4,2,applied,0,11,1
82,home,tablet,tier2,3458,3,2,none,1,7,1
87,home,tablet,tier2,5188,5,4,none,1,0,1
77,checkout,tablet,metro,1016,1,3,available,0,11,0
21,home,windows,metro,1937,5,3,none,1,5,0
116,home,tablet,metro,4547,4,1,applied,1,18,1
105,cart,android,metro,1438,4,2,available,1,10,0
107,cart,android,tier2,935,1,2,none,1,15,0
38,product,android,tier2,1896,2,4,available,1,8,0
54,checkout,iphone,tier2,4468,4,2,none,1,22,1
33,home,iphone,remote,2443,3,3,none,1,8,0
104,product,android,metro,4452,4,3,none,0,15,1
52,product,windows,metro,548,1,1,applied,1,1,1
61,product,windows,tier2,1049,2,3,available,1,4,0
90,cart,macbook,remote,1130,2,3,none,0,14,1
64,cart,iphone,metro,3309,3,3,available,1,3,0
102,home,iphone,metro,598,2,1,available,0,16,1
112,product,android,tier2,4460,4,4,applied,1,11,1
92,checkout,android,remote,1667,2,3,applied,1,11,0
63,cart,windows,tier2,1320,2,4,none,1,0,0
43,product,macbook,tier2,4552,4,4,none,1,4,0
31,checkout,iphone,metro,777,1,2,available,1,11,0
117,product,iphone,metro,2974,5,3,none,0,0,0
102,checkout,iphone,metro,360,1,1,none,0,20,1
30,checkout,android,tier2,1924,5,2,none,0,13,1
57,checkout,windows,metro,530,1,2,applied,1,24,1
120,product,android,metro,2142,3,1,available,1,11,0
72,product,windows,metro,2125,2,1,applied,1,6,0
117,home,iphone,tier2,1992,4,3,none,0,7,0
61,product,windows,metro,875,2,1,applied,1,0,0
68,home,tablet,tier2,1092,1,2,none,1,14,0
30,checkout,android,metro,4521,5,3,none,1,7,0
36,checkout,android,metro,356,3,2,applied,1,16,0
67,product,windows,tier2,2812,5,2,available,1,0,0
67,checkout,iphone,metro,963,2,1,available,0,10,0
64,checkout,iphone,tier2,1611,4,4,available,1,18,1
98,product,android,remote,4733,4,3,applied,0,5,0
33,checkout,android,tier2,1270,4,2,none,1,23,1
17,cart,iphone,metro,717,2,3,none,1,10,0
46,checkout,tablet,remote,855,1,5,available,0,6,1
27,home,android,metro,1171,1,1,available,0,4,1
60,checkout,iphone,tier2,1763,2,3,none,1,25,1
80,home,android,metro,1619,2,3,none,1,10,0
120,home,android,tier2,3431,3,2,available,0,3,0
53,product,android,remote,3039,3,5,none,1,4,1
88,home,android,tier2,2444,5,3,applied,0,3,0
110,product,windows,metro,1500,2,3,none,0,3,0
49,checkout,android,metro,1958,2,2,available,0,13,0
62,product,android,metro,549,3,1,none,0,15,0
14,checkout,android,tier2,497,1,3,none,0,22,1
62,cart,iphone,metro,570,1,3,none,0,11,0
85,cart,iphone,metro,3919,4,3,applied,0,1,0
101,product,windows,tier2,3270,3,4,available,1,1,1
53,checkout,iphone,metro,806,3,1,none,1,14,0
101,checkout,iphone,tier2,1660,2,4,none,1,25,0
20,cart,android,tier2,539,1,2,none,0,7,0
33,cart,android,metro,815,1,2,applied,1,2,0
25,cart,macbook,metro,341,3,3,applied,1,16,0
94,checkout,macbook,tier2,2355,4,3,none,0,8,1
79,cart,windows,tier2,835,2,3,applied,1,5,0
61,product,windows,tier2,3317,4,4,available,1,6,1
57,cart,macbook,remote,5116,5,4,none,0,2,1
106,cart,tablet,metro,1507,3,2,none,1,13,0
111,home,android,remote,871,1,4,applied,0,12,1
93,cart,iphone,tier2,1451,2,3,none,0,7,0
109,cart,android,metro,1377,3,3,applied,0,2,1
101,home,android,metro,2871,5,2,none,0,18,1
80,checkout,android,metro,1494,4,2,none,0,23,0
102,checkout,android,metro,4945,5,3,applied,1,24,0
33,cart,android,tier2,1894,3,2,none,1,11,1
92,checkout,macbook,metro,5155,5,1,available,1,18,1
